micromarket_category,option_name,developer_landlord,building_name,address_location,building_perspective_photo,building_details,building_structure,total_building_size_sqft,average_floor_plate_sqft,floor_plate_efficiency,power_kva,power_backup,proposed_space,available_inventory_sqft,floor_offered,status,fitout_details,timeline,car_parking_ratio,commercial_terms,quoted_rental_sqft_pm,cam_charges_sqft_pm,car_parking_charges,rental_escalation,security_deposit_months,lease_tenure_months,lock_in_period_months,notice_period_months,occupancy_certificate,location_map,contact_details,contact_person,contact_number,official_email,developer_name,folder_category,source_file,source_format,extraction_method,report_period,raw_remarks
WF,Option 36,Prestige Estates Projects Ltd,Simpliwork  - Prestige Technostar - Block 1,Brookfield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+Stilt+G+12,As per master plan,"28,000–31,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,3F+4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.973100325323456, 77.71073545057028",Prestige Estates Projects Ltd Leasing Team,Leasing Head - Prestige Estates Projects Ltd,+91-80-40000000,leasing@prestigeestatesprojectsltd.com,Prestige Estates Projects Ltd,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 37,Sumadhura Group,Simpliwork  -  Sumadhura Capitol Towers,"ITPL Main Rd, Whitefield",Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B + G + 11,As per master plan,"110,000–130,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.985367106907573, 77.74901122497462",Sumadhura Group Leasing Team,Leasing Head - Sumadhura Group,+91-80-40000000,leasing@sumadhuragroup.com,Sumadhura Group,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 38,DSR Infra Projects,Smartworks - DSR Apex,Varthur Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"8,450 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,175.0 Sq. Ft.,175,8F+9F+10F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.956068792105508, 77.71858618038924",DSR Infra Projects Leasing Team,Leasing Head - DSR Infra Projects,+91-80-40000000,leasing@dsrinfraprojects.com,DSR Infra Projects,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 39,Shravanee Group,Smartworks - Shravanee NCS Teknovate,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"38,000–49,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1520.0 Sq. Ft.,1520,1F-8F (Entire Building),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.980167107765416, 77.70958253713142",Shravanee Group Leasing Team,Leasing Head - Shravanee Group,+91-80-40000000,leasing@shravaneegroup.com,Shravanee Group,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 40,Kalyani Developers,Table Space - Table Space Towers - Kalyani Camellia,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"21,000–60,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,28000.0 Sq. Ft.,28000,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.997086405041435, 77.70186782364014",Kalyani Developers Leasing Team,Leasing Head - Kalyani Developers,+91-80-40000000,leasing@kalyanidevelopers.com,Kalyani Developers,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 41,Ascendas / CapitaLand Development,Table Space - International Tech Park Limited (ITPL) - Innovator Entrance,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+11,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,5500.0 Sq. Ft.,5500,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.986239206173511, 77.7355763835952",Ascendas / CapitaLand Development Leasing Team,Leasing Head - Ascendas / CapitaLand Development,+91-80-40000000,leasing@ascendas/capitalanddevelopment.com,Ascendas / CapitaLand Development,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 42,Prestige Estates Projects Ltd,"Table Space - Prestige Shantiniketan - 
Crescent 4",Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+16,As per master plan,"25,404 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.990777026576014, 77.73074040829532",Prestige Estates Projects Ltd Leasing Team,Leasing Head - Prestige Estates Projects Ltd,+91-80-40000000,leasing@prestigeestatesprojectsltd.com,Prestige Estates Projects Ltd,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 43,Bagmane Developers,Table Space - Bagmane Solarium,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+13,As per master plan,"55,000–60,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.968311897704176, 77.70608728370387",Bagmane Developers Leasing Team,Leasing Head - Bagmane Developers,+91-80-40000000,leasing@bagmanedevelopers.com,Bagmane Developers,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 44,SJR Prime Corporation Pvt. Ltd,Table Space - SJR PrimeCo Union City - Tower B,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+12,As per master plan,"86,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,295000.0 Sq. Ft.,295000,8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.989297382201835, 77.7327187524762",SJR Prime Corporation Pvt. Ltd Leasing Team,Leasing Head - SJR Prime Corporation Pvt. Ltd,+91-80-40000000,leasing@sjrprimecorporationpvt.ltd.com,SJR Prime Corporation Pvt. Ltd,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 45,Brigade Group / Nalapad Group,Urban Vault - UV Nalapad Brigade Centre,"ITPL Main Rd,  Garudachar Palya",Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"58,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,600.0 Sq. Ft.,600,8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.99359982407794, 77.70251637945921",Brigade Group / Nalapad Group Leasing Team,Leasing Head - Brigade Group / Nalapad Group,+91-80-40000000,leasing@brigadegroup/nalapadgroup.com,Brigade Group / Nalapad Group,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 46,Brigade Enterprises Ltd,Urban Vault - Brigade Summit - Block A,"ITPL Main Rd,  Garudachar Palya",Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+12,As per master plan,"22,001 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,12F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.993546864811373, 77.70345967903869",Brigade Enterprises Ltd Leasing Team,Leasing Head - Brigade Enterprises Ltd,+91-80-40000000,leasing@brigadeenterprisesltd.com,Brigade Enterprises Ltd,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 47,IWF,Wework - IWF Campus - Tower A,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11,As per master plan,"25,526–43,405 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,244.0 Sq. Ft.,244,2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.99802965831244, 77.68903205247635",IWF Leasing Team,Leasing Head - IWF,+91-80-40000000,leasing@iwf.com,IWF,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 48,Vista Spaces,Wework - Vista Earth Centre - Tower - B,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"36,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,2128.0 Sq. Ft.,2128,GF,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.986647358095652, 77.72784400829528",Vista Spaces Leasing Team,Leasing Head - Vista Spaces,+91-80-40000000,leasing@vistaspaces.com,Vista Spaces,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 49,Infinix Palladium,Wework - Infinix Palladium,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+6,As per master plan,"25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,3100.0 Sq. Ft.,3100,GF,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.997998263985368, 77.68970952708848",Infinix Palladium Leasing Team,Leasing Head - Infinix Palladium,+91-80-40000000,leasing@infinixpalladium.com,Infinix Palladium,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 50,Sattva Group,Wework - Salarpuria Magnificia,KR Puram / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+13,As per master plan,"20,734 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,40.0 Sq. Ft.,40,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.996165905701284, 77.66922659480399",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 51,Sattva Group,Workshaala - Workshaala Matrix - Sattva Knowledge Court,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+6,As per master plan,"1,50,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.974547956380869, 77.7120805236398",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 52,Rathi Associates,Workshaala - Workshaala Rohan Tech Park - Rathi Legacy,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B + G + 11,As per master plan,"20,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.986209778956406, 77.70919092915467",Rathi Associates Leasing Team,Leasing Head - Rathi Associates,+91-80-40000000,leasing@rathiassociates.com,Rathi Associates,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 53,Ascendas / CapitaLand,Workshaala - Workshaala ITPL - Explorer,"ITPL Main Rd, Mahadevapura",Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+11,As per master plan,"33,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.985992131428342, 77.73555320531752",Ascendas / CapitaLand Leasing Team,Leasing Head - Ascendas / CapitaLand,+91-80-40000000,leasing@ascendas/capitaland.com,Ascendas / CapitaLand,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 54,K Raheja Corp / Mindspace,Workshaala - Workshaala Cignus Tower,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+Stilt+G+9,As per master plan,"51,223–63,404 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,3000.0 Sq. Ft.,3000,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.980082657458896, 77.72931815912672",K Raheja Corp / Mindspace Leasing Team,Leasing Head - K Raheja Corp / Mindspace,+91-80-40000000,leasing@krahejacorp/mindspace.com,K Raheja Corp / Mindspace,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 55,Sattva Group,Workshaala - Workshaala GR Tech Park,Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+11,As per master plan,"30,000–48,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1000.0 Sq. Ft.,1000,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8499.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.9866549697816, 77.74325614976067",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
WF,Option 56,nfoPro Solutions Private Limited (ISPL),"Workshaala - Workshaala Century -
100 Whitefield",Whitefield,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+4,As per master plan,"25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,2000.0 Sq. Ft.,2000,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.975355426514085, 77.72498496596742",nfoPro Solutions Private Limited (ISPL) Leasing Team,Leasing Head - nfoPro Solutions Private Limited (ISPL),+91-80-40000000,leasing@nfoprosolutionsprivatelimited(ispl).com,nfoPro Solutions Private Limited (ISPL),WF,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (WF),July 2026,
North-BLR,Option 1,Embassy Property Developments,315Work Avenue - Manyata Tech Park - N1 Block,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+12,As per master plan,"38,099 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,20.0 Sq. Ft.,20,6F (60 Days),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,14000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.053298416275858, 77.61888559295166",Embassy Property Developments Leasing Team,Leasing Head - Embassy Property Developments,+91-80-40000000,leasing@embassypropertydevelopments.com,Embassy Property Developments,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 2,Independent,315Work Avenue - Ngw - Nagawara (HBR Layout),HBR Layout,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"3,500 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,140.0 Sq. Ft.,140,Entire Building (60 Days),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9500.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.036500138373778, 77.6281604217875",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 3,Bhartiya City Developers Pvt. Ltd,315Work Avenue - BCIT - Bhartiya City - Block 3 - Tower B,Thanisandra - Kannuru,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+18,As per master plan,"43,000–45,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,500.0 Sq. Ft.,500,6F (60 Days),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10500.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.085129257927376, 77.64160799984657",Bhartiya City Developers Pvt. Ltd Leasing Team,Leasing Head - Bhartiya City Developers Pvt. Ltd,+91-80-40000000,leasing@bhartiyacitydeveloperspvt.ltd.com,Bhartiya City Developers Pvt. Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 4,MFAR Holdings / MFAR Developers,Awfis - Awfis Elite – Manyata Tech Park -  Mfar Greenheart - Phase 4,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11,As per master plan,"85,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,182.0 Sq. Ft.,182,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,18000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.04429451515748, 77.62080790829627",MFAR Holdings / MFAR Developers Leasing Team,Leasing Head - MFAR Holdings / MFAR Developers,+91-80-40000000,leasing@mfarholdings/mfardevelopers.com,MFAR Holdings / MFAR Developers,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 5,Umiya Builders & Developers,Awfis - Awfis Umiya Vellociti,Hebbal - Kempapura,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+12,As per master plan,"69,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,75.0 Sq. Ft.,75,10F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.052341023630387, 77.59410165062404",Umiya Builders & Developers Leasing Team,Leasing Head - Umiya Builders & Developers,+91-80-40000000,leasing@umiyabuilders&developers.com,Umiya Builders & Developers,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 6,Embassy Property Developments Pvt. Ltd,Awfis - Kirloskar Business Park,Hebbal - Kempapura,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+7,As per master plan,"31,783 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,180.0 Sq. Ft.,180,7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,11000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.051685153515372, 77.5955393261149",Embassy Property Developments Pvt. Ltd Leasing Team,Leasing Head - Embassy Property Developments Pvt. Ltd,+91-80-40000000,leasing@embassypropertydevelopmentspvt.ltd.com,Embassy Property Developments Pvt. Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 7,Vista Spaces,Awfis - Vista Pixel,Jakkuru,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+6,As per master plan,"27,571 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,4F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.071923859527356, 77.59386672364145",Vista Spaces Leasing Team,Leasing Head - Vista Spaces,+91-80-40000000,leasing@vistaspaces.com,Vista Spaces,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 8,The Phoenix Mills Ltd,"Bhive - BHIVE Platinum Plus, Phoenix Asia Towers",Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+7,As per master plan,"88,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1200.0 Sq. Ft.,1200,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,14600.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.070554162872797, 77.59086373713289",The Phoenix Mills Ltd Leasing Team,Leasing Head - The Phoenix Mills Ltd,+91-80-40000000,leasing@thephoenixmillsltd.com,The Phoenix Mills Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 9,MSR / MSRDB,Bizzhub - Bizzhub Elanz - MSR North Tower,Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+15,As per master plan,"30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,150.0 Sq. Ft.,150,6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.041923927844069, 77.62341489980786",MSR / MSRDB Leasing Team,Leasing Head - MSR / MSRDB,+91-80-40000000,leasing@msr/msrdb.com,MSR / MSRDB,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 10,Manyata Promoters / Embassy Group,CorporatEdge - Manyata Tech Park - M3 Block - Acacia,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+4-MLCP+15,As per master plan,"60,000–69,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,320.0 Sq. Ft.,320,10F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,16000.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.050434828881748, 77.61755717946016",Manyata Promoters / Embassy Group Leasing Team,Leasing Head - Manyata Promoters / Embassy Group,+91-80-40000000,leasing@manyatapromoters/embassygroup.com,Manyata Promoters / Embassy Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 11,RMZ / Arliga North Star Projects,Cowrks - Arliga Northstar - RMZ NorthStar,Yelahanka,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+14,As per master plan,"20,000–25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.098706444910885, 77.59480476452954",RMZ / Arliga North Star Projects Leasing Team,Leasing Head - RMZ / Arliga North Star Projects,+91-80-40000000,leasing@rmz/arliganorthstarprojects.com,RMZ / Arliga North Star Projects,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 12,GoodWorks Group,GoodWorks - GoodWorks Aerospace Park,Devanahalli KIADB Phase 2,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+10,As per master plan,"30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,300000.0 Sq. Ft.,300000,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.183669211029152, 77.72804591670847",GoodWorks Group Leasing Team,Leasing Head - GoodWorks Group,+91-80-40000000,leasing@goodworksgroup.com,GoodWorks Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 13,Brigade Enterprises Ltd,Incubex - Incubex BTR - Brigade Triumph,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"21,000–21,166 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,185.0 Sq. Ft.,185,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10500.0,Included in rent,TBD,8,6,36,24,3,Yes,"13.055531431898222, 77.59753962604134",Brigade Enterprises Ltd Leasing Team,Leasing Head - Brigade Enterprises Ltd,+91-80-40000000,leasing@brigadeenterprisesltd.com,Brigade Enterprises Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 14,Brigade Enterprises Ltd,Incubex - Brigade Magnum,Hebbal,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"25,000–30,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.057663505791027, 77.59404202512404",Brigade Enterprises Ltd Leasing Team,Leasing Head - Brigade Enterprises Ltd,+91-80-40000000,leasing@brigadeenterprisesltd.com,Brigade Enterprises Ltd,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
North-BLR,Option 15,Embassy Group,Incubex - Incubex Manyata Tech Park - M2 Block,MTP Tech Park Nagawara,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+14,As per master plan,"45,000–50,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,13F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"13.050009715275145, 77.6187629506239",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,North-BLR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (North-BLR),July 2026,
